momento;1-0005;5-0005;1-_006;5-_006;1-_007;5-_007;1-_008;5-_008;1-_010;5-_010;1-_011;5-_011;1-_016;5-_016;1-_018;5-_018;1-_019;5-_019;1-_021;5-_021;1-_035;5-_035;1-_038;5-_038;1-_039;5-_039;1-_041;5-_041;1-_043;5-_043;1-_045;5-_045;1-_047;5-_047;1-_050;5-_050;1-_064;5-_064;1-_065;5-_065;1-_066;5-_066;1-_067;5-_067;1-_071;5-_071;1-_076;5-_076;1-_078;5-_078;1-_079;5-_079;1-_083;5-_083;1-_084;5-_084;1-_089;5-_089;1-_092;5-_092;1-_095;5-_095;1-_096;5-_096;1-_097;5-_097;1-_098;5-_098;1-_099;5-_099;1-0112;5-0112;1-0116;5-0116;1-0109;5-0109
526;-235.59;-253.03;-243.9;-257.33;-166.05;-202.46;-249.65;-263.93;-151.49;-179.26;-162.04;-196.12;-225.5;-190.78;-159.66;-224.45;-230.63;-223.58;-205.43;-227.92;-241.77;-237.97;-281.61;-290.55;-300.64;-289.17;-228.17;-257.25;-240.18;-253.33;-238.31;-255.25;-233.51;-268.68;-264.09;-270.6;-243.77;-302.06;-141.68;-190.36;-122.28;-189.86;-274.52;-266.89;-182.53;-262.01;-125.37;-145.92;-134.51;-314.71;-212.57;-129.61;-256.33;-290.84;-284.16;-251.91;-222.24;-219.61;-205.06;-233.51;-16.9;-284.5;-254.2;-225.16;-249.07;-82.13;-199.38;-227.96;-250.41;-312.29;-247.28;-259.67;-276.44;-296.85;-245.11;-269.98
527;-235.55;-253.08;-243.73;-257.46;-166.17;-202.59;-249.78;-264.05;-151.49;-179.22;-162;-196.2;-225.83;-190.86;-159.66;-224.45;-230.71;-223.45;-205.56;-228.04;-241.77;-237.97;-281.57;-290.5;-300.59;-289.29;-228.34;-257.25;-237.68;-253.33;-238.31;-255.33;-233.34;-268.72;-263.21;-270.73;-243.69;-301.98;-141.52;-190.2;-122.28;-189.86;-274.35;-266.89;-182.4;-261.92;-125.45;-146.01;-134.38;-314.91;-212.61;-129.15;-256.12;-291.3;-284.07;-251.99;-222.2;-219.53;-205.14;-233.47;-16.73;-283.95;-254.08;-225.29;-249.15;-82.04;-199.34;-227.92;-249.78;-312.16;-247.15;-259.5;-276.35;-296.85;-245.19;-270.02
528;-235.72;-253.03;-243.77;-257.37;-166.05;-202.71;-249.7;-264.01;-151.45;-179.22;-162;-196.25;-226.21;-190.99;-159.92;-224.54;-230.51;-223.62;-205.47;-228.12;-241.89;-238.1;-281.53;-290.42;-300.59;-289.29;-228.42;-257.37;-238.26;-253.45;-238.39;-255.41;-233.38;-268.72;-263.51;-270.85;-243.52;-301.9;-141.43;-190.24;-122.2;-189.94;-274.19;-266.89;-182.36;-261.92;-125.54;-146.05;-134.22;-315.08;-212.69;-128.86;-256.08;-291.46;-283.78;-251.99;-222.16;-219.57;-205.14;-233.59;-16.73;-283.58;-254.03;-225.37;-249.03;-82.13;-199.26;-227.96;-249.78;-312.08;-247.11;-259.29;-276.27;-296.76;-245.36;-270.02
529;-235.85;-253.08;-243.77;-257.46;-166.09;-202.67;-249.65;-263.97;-151.4;-179.31;-162;-196.33;-226.58;-191.16;-160.21;-224.54;-230.59;-223.62;-205.43;-228.29;-241.85;-238.22;-281.53;-290.25;-300.59;-289.21;-228.46;-257.37;-238.56;-253.45;-238.39;-255.54;-233.47;-268.6;-263.76;-270.89;-243.4;-301.81;-141.39;-190.15;-122.24;-189.94;-273.98;-266.85;-182.32;-261.92;-125.5;-145.97;-134.13;-315.16;-212.77;-128.36;-255.79;-291.67;-283.74;-252.12;-222.12;-219.57;-205.22;-233.47;-16.69;-283.2;-253.91;-225.66;-249.11;-82.08;-199.22;-228.04;-250.03;-312.12;-246.98;-259.13;-276.15;-296.81;-245.52;-270.1
530;-235.97;-253.08;-243.77;-257.5;-166.09;-202.75;-249.7;-264.09;-151.36;-179.22;-162;-196.37;-226.88;-191.2;-160.29;-224.58;-230.63;-223.74;-205.39;-228.42;-241.85;-238.1;-281.53;-290.3;-300.55;-289.29;-228.59;-257.54;-238.85;-253.58;-238.47;-255.5;-233.51;-268.77;-263.96;-270.93;-243.35;-301.77;-141.43;-190.2;-122.24;-189.9;-273.89;-266.76;-182.36;-261.88;-125.54;-146.05;-134.01;-315.33;-212.65;-128.15;-255.7;-291.88;-283.57;-252.07;-222.16;-219.61;-205.31;-233.59;-16.65;-282.91;-253.87;-225.66;-249.03;-81.96;-199.26;-228.17;-250.24;-312.16;-246.94;-258.92;-276.1;-296.89;-245.61;-270.1
531;-235.97;-253.08;-243.69;-257.54;-166.21;-202.75;-249.7;-264.01;-151.4;-179.22;-162;-196.37;-227.17;-191.24;-160.25;-224.54;-230.63;-223.87;-205.39;-228.37;-241.94;-238.31;-281.53;-290.13;-300.47;-289.29;-228.5;-257.54;-239.06;-253.66;-238.56;-255.62;-233.59;-268.77;-264.13;-271.06;-243.27;-301.73;-141.35;-190.2;-122.2;-189.82;-273.81;-266.6;-182.32;-261.88;-125.54;-146.13;-133.97;-315.41;-212.73;-127.77;-255.5;-292.22;-283.49;-252.16;-221.99;-219.74;-205.26;-233.67;-16.57;-282.41;-253.78;-225.75;-249.07;-81.87;-199.26;-228.37;-250.28;-312.2;-246.86;-258.75;-276.06;-297.06;-245.65;-270.18
532;-236.05;-253.2;-243.69;-257.67;-166.13;-202.75;-249.61;-264.01;-151.36;-179.31;-161.92;-196.41;-227.46;-191.28;-160.25;-224.62;-230.59;-223.74;-205.51;-228.58;-241.94;-238.35;-281.4;-290.13;-300.43;-289.34;-228.42;-257.71;-239.43;-253.7;-238.64;-255.71;-233.63;-268.85;-264.26;-271.19;-243.19;-301.56;-141.22;-190.11;-122.28;-189.82;-273.64;-266.47;-182.28;-261.76;-125.62;-146.17;-133.84;-315.54;-212.82;-127.73;-255.5;-292.26;-283.28;-252.28;-221.95;-219.7;-205.39;-233.72;-16.52;-282.16;-253.78;-225.83;-249.03;-82;-199.34;-228.5;-250.2;-312.12;-246.94;-258.58;-276.06;-297.06;-245.77;-270.31
533;-236.18;-253.16;-243.65;-257.71;-166.21;-202.84;-249.65;-264.05;-151.36;-179.18;-161.83;-196.54;-227.83;-191.41;-160.21;-224.58;-230.51;-223.83;-205.6;-228.58;-242.14;-238.43;-281.49;-290.09;-300.43;-289.38;-228.29;-257.67;-239.56;-253.7;-238.68;-255.75;-233.63;-268.85;-264.38;-271.23;-243.1;-301.6;-141.27;-190.07;-122.24;-189.78;-273.48;-266.47;-182.28;-261.76;-125.75;-146.17;-133.8;-315.75;-212.77;-127.73;-255.45;-292.51;-283.11;-252.33;-221.95;-219.74;-205.39;-233.76;-16.44;-281.78;-253.78;-226.12;-249.15;-82.08;-199.22;-228.75;-249.11;-311.99;-246.94;-258.38;-276.02;-297.01;-245.73;-270.14
534;-236.22;-253.12;-243.69;-257.79;-166.13;-202.96;-249.61;-263.97;-151.4;-179.31;-161.92;-196.54;-228;-191.36;-160.04;-224.58;-230.59;-223.78;-205.72;-228.67;-242.06;-238.43;-281.4;-289.96;-300.51;-289.38;-228;-257.75;-239.81;-253.79;-238.77;-255.71;-233.68;-268.81;-264.42;-271.35;-242.94;-301.44;-141.22;-190.11;-122.28;-189.78;-273.39;-266.35;-182.28;-261.8;-125.71;-146.22;-133.72;-315.71;-212.9;-127.77;-255.29;-292.76;-282.9;-252.41;-221.87;-219.78;-205.51;-233.76;-16.48;;-253.78;-226.16;-249.11;-82.25;-199.13;-228.62;-249.49;-312.12;-246.82;-258.25;-275.94;-297.06;-245.77;-270.18
535;-236.18;-253.24;-243.52;-257.71;-166.09;-202.92;-249.61;-264.05;-151.28;-179.26;-161.88;-196.62;-228.38;-191.41;-159.92;-224.58;-230.55;-223.7;-205.72;-228.62;-242.14;-238.47;-281.32;-289.84;-300.51;-289.38;-227.92;-257.75;-239.93;-253.95;-238.77;-255.66;-233.59;-268.97;-264.42;-271.39;-242.9;-301.39;-141.14;-190.2;-122.16;-189.94;-273.18;-266.26;-182.03;-261.63;-125.79;-146.3;-133.72;-315.87;-213.11;-127.86;-255.2;-292.84;-282.82;-252.53;-221.95;-219.86;-205.47;-233.88;-16.27;;-253.66;-226.41;-249.15;-82.13;-199.13;-228.71;-249.61;-311.99;-246.69;-258.17;-275.9;-297.06;-245.86;-270.1
536;-236.3;-253.33;-243.44;-257.83;-166.09;-202.92;-249.65;-264.09;-151.32;-179.22;-161.83;-196.58;-228.54;-191.49;-159.87;-224.7;-230.59;-223.87;-205.72;-228.79;-242.23;-238.47;-281.28;-289.84;-300.43;-289.34;-227.92;-257.75;-240.1;-253.91;-238.85;-255.54;-233.63;-268.93;-264.51;-271.56;-242.69;-301.19;-140.97;-190.15;-122.2;-189.9;-273.02;-266.22;-182.19;-261.55;-125.83;-146.3;-133.59;-315.92;-213.15;-127.9;-255.12;-292.84;-282.65;-252.66;-221.87;-219.86;-205.64;-233.76;-16.15;;-253.62;-226.5;-249.15;-82.17;-199.13;-228.75;-249.7;-311.95;-246.57;-258;-275.85;-296.93;-245.77;-270.18
537;-236.43;-253.24;-243.52;-257.87;-166.09;-203.05;-249.61;-264.18;-151.24;-179.26;-161.83;-196.58;-228.92;-191.53;-159.87;-224.62;-230.46;-223.91;-205.72;-228.83;-242.31;-238.51;-281.24;-289.8;-300.34;-289.25;-227.83;-257.83;-240.14;-253.91;-238.93;-253.95;-233.68;-268.93;-264.51;-271.73;-242.48;-301.27;-140.93;-190.28;-122.16;-190.11;-272.98;-266.26;-182.15;-261.71;-125.75;-146.3;-133.63;-316.04;-213.27;-128.07;-254.95;-293.09;-282.57;-252.78;-221.95;-219.78;-205.68;-233.88;-15.94;;-253.62;-226.75;-249.07;-82.08;-199.13;-228.83;-249.74;-311.91;-246.48;-257.87;-275.77;-297.01;-245.77;-270.14
538;-236.47;-253.33;-243.44;-257.96;-166.21;-203.01;-249.61;-264.22;-151.24;-179.26;-161.75;-196.62;-229.17;-191.61;-160.08;-224.62;-230.59;-223.91;-205.72;-229;-242.23;-238.51;-281.24;-289.84;-300.3;-289.25;-227.75;-257.79;-240.43;-253.95;-239.02;-254.29;-233.68;-269.1;-264.51;-271.81;-242.48;-301.19;-140.97;-190.28;-122.28;-190.03;-272.81;-266.18;-182.11;-261.67;-125.66;-146.34;-133.46;-316.17;-213.36;-128.19;-254.91;-293.17;-282.49;-252.87;-221.83;-219.82;-205.64;-233.88;-15.77;;-253.66;-227.12;-249.07;-81.92;-199.17;-228.92;-249.65;-311.91;-246.57;-257.79;-275.69;-297.01;-245.9;-270.23
539;-236.47;-253.37;-243.44;-257.87;-166.05;-203.09;-249.53;-264.05;-151.15;-179.26;-161.79;-196.7;-229.34;-191.61;-159.96;-224.66;-230.63;-223.91;-205.72;-228.92;-242.27;-238.56;-281.24;-289.67;-300.22;-289.34;-227.63;-257.92;-240.43;-254.04;-239.18;-254.45;-233.68;-269.02;-264.55;-271.94;-242.44;-301.14;-140.81;-190.28;-122.2;-190.07;-272.6;-266.09;-182.07;-261.55;-125.66;-146.26;-133.51;-316.12;-213.44;-128.11;-254.83;-293.3;-282.36;-252.87;-221.83;-219.86;-205.68;-233.84;-15.73;;-253.37;-227.29;-249.15;-81.87;-199.09;-228.92;-249.57;-311.95;-246.36;-257.71;-275.6;-297.01;-245.86;-270.14
540;-236.47;-253.37;-243.35;-257.96;-166.05;-203.05;-249.49;-264.13;-151.15;-179.26;-161.71;-196.66;-229.3;-191.66;-160.21;-224.66;-230.59;-223.87;-205.72;-229;-242.35;-238.56;-281.11;-289.67;-300.22;-289.21;-227.33;-257.79;-240.56;-254.12;-239.27;-254.79;-233.72;-269.06;-264.55;-272.02;-242.27;-301.02;-140.68;-190.15;-122.12;-189.99;-272.48;-266.05;-182.11;-261.55;-125.66;-146.26;-133.46;-316.25;-213.57;-128.15;-254.7;-293.38;-282.15;-253.12;-221.83;-219.86;-205.68;-233.84;-15.61;;-253.37;-227.29;-249.07;-81.83;-199.13;-229.13;-249.4;-311.95;-246.36;-257.54;-275.44;-297.14;-245.9;-270.14
541;-236.55;-253.45;-243.23;-257.96;-166.01;-203.05;-249.45;-264.09;-151.15;-179.26;-161.75;-196.79;-229.09;-191.49;-160.33;-224.62;-230.46;-223.91;-205.77;-229;-242.35;-238.6;-281.15;-289.63;-300.14;-289.13;-227.25;-257.87;-240.68;-254.2;-239.39;-255.04;-233.76;-269.18;-264.46;-272.06;-242.19;-300.89;-140.72;-190.2;-122.16;-190.28;-272.22;-265.97;-182.19;-261.46;-125.71;-146.3;-133.46;-316.37;-213.69;-128.23;-254.54;-293.47;-281.99;-253.2;-221.87;-219.86;-205.72;-233.84;-15.57;;-253.24;-227.58;-249.11;-81.67;-199.13;-229.21;-249.28;-311.99;-246.19;-257.33;-275.56;-297.1;-245.82;-270.14
542;-236.55;-253.7;-243.23;-257.96;-165.96;-203.05;-249.36;-264.05;-151.11;-179.22;-161.67;-196.75;-228.92;-191.45;-160.37;-224.66;-230.51;-223.99;-205.85;-229.13;-242.35;-238.6;-281.15;-289.54;-300.09;-289.09;-227.08;-257.79;-240.81;-254.33;-239.52;-255.29;-233.72;-269.14;-263.3;-272.27;-242.14;-300.81;-140.6;-190.36;-122.2;-190.2;-272.22;-265.89;-182.19;-261.67;-125.66;-146.38;-133.34;-316.42;-213.78;-128.27;-254.45;-293.55;-281.9;-253.28;-221.83;-219.78;-205.72;-233.84;-15.57;;-253.33;-227.75;-249.07;-81.54;-199.13;-229.25;-248.95;-312.03;-246.11;-257.25;-275.31;-297.06;-245.82;-270.02
543;-236.68;-253.79;-243.23;-257.96;-166.05;-203.17;-249.32;-264.05;-151.03;-179.26;-161.71;-196.66;-228.88;-191.45;-160.33;-224.7;-230.51;-223.99;-205.93;-229.25;-242.4;-238.51;-281.07;-289.46;-300.09;-289.21;-226.88;-257.71;-241.02;-254.41;-239.64;-255.58;-233.63;-269.18;-263.38;-272.31;-242.02;-300.85;-140.68;-190.28;-122.28;-190.4;-271.89;-265.8;-182.19;-261.59;-125.62;-146.38;-133.17;-316.46;-213.82;-128.48;-254.37;-293.68;-281.78;-253.49;-221.79;-219.78;-205.68;-233.76;-15.48;;-253.2;-228.08;-248.99;-81.5;-199.05;-229.17;-248.78;-311.91;-246.07;-257.08;-275.19;-297.1;-245.77;-269.98
544;-236.68;-253.74;-243.1;-258.08;-166.09;-203.21;-249.4;-264.09;-150.95;-179.26;-161.71;-196.7;-228.84;-191.49;-160.37;-224.79;-230.51;-224.12;-206.14;-229.33;-242.44;-238.64;-280.99;-289.42;-300.09;-289.13;-226.63;-257.75;-241.06;-254.54;-239.85;-255.83;-233.76;-269.22;-263.63;-272.35;-241.89;-300.73;-140.6;-190.4;-122.24;-190.45;-271.97;-265.72;-182.19;-261.55;-125.62;-146.38;-133.13;-316.67;-213.98;-128.65;-254.12;-293.72;-281.61;-253.66;-221.83;-219.86;-205.72;-233.72;-15.4;;-253.28;-228.17;-248.9;-81.42;-199.09;-229.17;-248.53;-311.87;-246.02;-256.96;-275.15;-296.93;-245.73;-269.89
545;-236.68;-253.74;-243.1;-258.13;-166.05;-203.26;-249.28;-264.05;-150.78;-179.26;-161.71;-196.7;-228.71;-191.36;-160.25;-224.79;-230.67;-223.99;-206.27;-229.42;-242.48;-238.6;-280.9;-289.42;-300.05;-289.17;-226.58;-257.75;-241.14;-254.66;-239.98;-256;-233.68;-269.27;-263.84;-272.4;-241.77;-300.69;-140.56;-190.32;-122.24;-190.36;-271.81;-265.8;-182.11;-261.67;-125.5;-146.38;-133.05;-316.71;-214.11;-129.15;-253.99;-293.97;-281.65;-253.91;-221.83;-219.9;-205.72;-233.84;-15.19;;-253.2;-228.37;-248.99;-81.37;-199.09;-229.17;-248.4;-311.83;-245.86;-256.83;-275.06;-296.85;-245.69;-269.81
546;-236.76;-253.83;-243.1;-258.21;-166.13;-203.26;-249.11;-264.18;-150.74;-179.18;-161.58;-196.79;-228.67;-191.41;-160.21;-224.99;-230.63;-224.04;-206.39;-229.58;-242.56;-238.64;-280.9;-289.38;-300.22;-289.21;-226.54;-257.62;-241.31;-254.75;-240.06;-256.21;-233.68;-269.1;-264.01;-272.4;-241.77;-300.56;-140.52;-190.36;-122.28;-190.49;-271.72;-265.8;-182.11;-261.42;-125.54;-146.51;-132.96;-316.83;-214.23;-129.57;-253.99;-294.01;-281.49;-254.2;-221.79;-219.86;-205.77;-233.8;-15.15;;-253.16;-228.5;-248.99;-81.29;-199.09;-229.17;-248.19;-311.83;-245.82;-256.66;-274.94;-296.85;-245.65;-269.72
547;-236.85;-253.83;-243.1;-258.42;-166.13;-203.34;-249.2;-264.05;-150.61;-179.22;-161.58;-196.79;-228.71;-191.49;-160.29;-224.83;-230.51;-224.08;-206.52;-229.63;-242.56;-238.64;-280.9;-289.25;-300.22;-289.29;-226.5;-257.62;-241.39;-254.91;-240.27;-256.41;-233.76;-269.14;-264.17;-272.44;-241.64;-300.48;-140.47;-190.4;-122.33;-190.45;-271.56;-265.68;-182.15;-261.67;-125.5;-146.47;-132.92;-316.88;-214.4;-130.15;-253.78;-294.18;-281.32;-254.33;-221.83;-219.9;-205.85;-233.8;-15.11;;-253.12;-228.83;-248.99;-81.37;-199.05;-229.17;-247.99;-311.78;-245.65;-256.5;-274.89;-296.85;-245.61;-269.68
548;-236.85;-253.95;-243.02;-258.38;-166.09;-203.38;-249.2;-264.09;-150.49;-179.18;-161.54;-196.75;-228.71;-191.41;-160.33;-224.91;-230.51;-224.12;-206.6;-229.67;-242.56;-238.64;-280.9;-289.25;-300.26;-289.21;-226.37;-257.58;-241.52;-255;-240.35;-256.71;-233.72;-269.14;-264.3;-272.6;-241.6;-300.44;-140.47;-190.53;-122.41;-190.61;-271.56;-265.64;-182.11;-261.63;-125.45;-146.38;-132.8;-316.96;-214.53;-130.53;-253.83;-294.3;-281.32;-254.62;-221.74;-219.99;-205.85;-233.76;-14.98;;-253.08;-228.92;-248.95;-81.25;-199.05;-229.08;-247.74;-311.74;-245.65;-256.41;-274.81;-296.76;-245.61;-269.52
549;-236.97;-253.91;-243.02;-258.42;-166.17;-203.34;-249.15;-264.13;-150.44;-179.26;-161.54;-196.83;-228.92;-191.41;-160.5;-224.83;-230.51;-224.2;-206.77;-229.88;-242.52;-238.64;-280.82;-289.13;-300.14;-289.17;-226.46;-257.62;-241.56;-255.04;-240.43;-257;-233.68;-269.14;-264.38;-272.6;-241.44;-300.35;-140.39;-190.53;-122.45;-190.61;-271.39;-265.55;-182.15;-261.71;-125.33;-146.38;-132.76;-317.21;-214.65;-131.11;-253.7;-294.51;-281.11;-254.7;-221.74;-219.86;-205.77;-233.84;-14.9;;-253.08;-228.92;-248.95;-81.17;-199.01;-229.08;-247.57;-311.74;-245.61;-256.08;-274.6;-296.68;-245.52;-269.43
550;-236.97;-253.91;-242.94;-258.54;-166.21;-203.63;-249.11;-264.13;-150.4;-179.26;-161.5;-196.96;-229;-191.61;-160.54;-224.91;-230.55;-224.2;-206.85;-229.92;-242.48;-238.68;-280.74;-289.17;-300.05;-289.13;-226.37;-257.62;-241.64;-255.25;-240.48;-257.12;-233.88;-269.14;-264.46;-272.69;-241.39;-300.18;-140.31;-190.49;-122.41;-190.74;-271.22;-265.47;-182.11;-261.63;-125.2;-146.38;-132.59;-317.21;-214.82;-131.61;-253.53;-294.68;-281.07;-254.91;-221.79;-219.86;-205.81;-233.63;-14.86;;-252.95;-229;-248.95;-80.96;-199.05;-229.08;-247.28;-311.87;-245.44;-256.08;-274.56;-296.55;-245.4;-269.31
551;-236.93;-253.91;-242.94;-258.5;-166.3;-203.59;-248.99;-264.13;-150.32;-179.35;-161.5;-196.79;-229.21;-191.86;-160.75;-224.99;-230.51;-224.24;-206.89;-229.96;-242.52;-238.6;-280.69;-289;-300.01;-289.09;-226.21;-257.54;-241.73;-255.37;-240.43;-257.37;-233.84;-269.14;-264.55;-272.73;-241.31;-300.23;-140.18;-190.4;-122.45;-190.78;-271.06;-265.51;-182.11;-261.63;-125.12;-146.38;-132.71;-317.29;-214.99;-132.24;-253.45;-294.8;-280.99;-255;-221.74;-219.9;-205.81;-233.84;-14.69;;-252.95;-229;-248.99;-80.92;-199.05;-229.21;-245.9;-311.78;-245.4;-255.96;-274.52;-296.68;-245.32;-269.14
552;-236.97;-253.91;-242.81;-258.58;-166.21;-203.63;-248.95;-263.97;-150.28;-179.31;-161.5;-196.87;-229.25;-191.86;-160.79;-224.95;-230.46;-224.29;-207.06;-229.92;-242.4;-238.6;-280.86;-289;-299.97;-289;-226.12;-257.71;-241.69;-255.54;-240.48;-257.46;-233.76;-269.22;-264.63;-272.81;-241.27;-300.14;-140.1;-190.36;-122.37;-190.78;-270.93;-265.34;-181.94;-261.46;-125.12;-146.47;-132.55;-317.42;-215.07;-132.61;-253.37;-295.01;-280.86;-255.29;-221.74;-219.9;-205.85;-233.67;-14.81;;-252.91;-228.96;-248.86;-81;-199.05;-229.21;-244.73;-311.66;-245.32;-255.87;-274.39;-296.47;-245.23;-268.93
553;-237.01;-253.83;-242.73;-258.54;-166.21;-203.63;-248.86;-264.05;-150.24;-179.31;-161.46;-196.96;-229.55;-192.11;-160.87;-224.99;-230.46;-224.37;-207.06;-229.96;-242.52;-238.68;-280.65;-289;-299.84;-288.88;-226.08;-257.71;-241.77;-255.5;-240.6;-257.67;-233.76;-269.14;-264.67;-272.81;-241.14;-300.14;-140.06;-190.32;-122.37;-190.78;-270.85;-265.26;-181.9;-261.38;-125.04;-146.38;-132.51;-317.42;-215.24;-133.16;-253.41;-295.43;-280.74;-255.54;-221.7;-219.86;-205.85;-233.8;-14.65;;-252.78;-228.92;-248.95;-80.83;-199.05;-229.29;-244.69;-311.7;-245.15;-255.79;-274.19;-296.51;-245.19;-268.93
554;-236.97;-253.87;-242.73;-258.71;-166.17;-203.63;-248.95;-263.97;-150.28;-179.22;-161.38;-196.91;-229.71;-192.11;-160.96;-225.08;-230.51;-224.24;-207.14;-230.04;-242.56;-238.64;-280.69;-288.84;-299.76;-288.84;-225.96;-257.54;-241.77;-255.5;-240.48;-257.75;-233.84;-269.14;-264.55;-272.98;-241.06;-300.02;-139.85;-190.24;-122.37;-190.86;-270.68;-265.14;-181.99;-261.46;-124.95;-146.38;-132.34;-317.5;-215.32;-133.7;-253.37;-295.55;-280.65;-255.83;-221.66;-219.9;-205.89;-233.76;-14.65;;-252.74;-228.96;-248.99;-80.87;-199.05;-229.38;-244.61;-311.62;-245.19;-255.75;-274.1;-296.55;-245.07;-268.77
555;-237.1;-253.79;-242.77;-258.71;-166.17;-203.63;-248.65;-263.88;-150.36;-179.26;-161.33;-196.96;-229.88;-192.03;-160.92;-225.08;-230.59;-224.45;-207.1;-230.13;-242.52;-238.68;-280.57;-288.84;-299.63;-288.75;-225.92;-257.54;-241.85;-255.58;-240.64;-258;-233.84;-269.14;-264.46;-273.15;-240.98;-300.02;-139.85;-190.36;-122.33;-190.86;-270.51;-265.14;-181.99;-261.46;-124.83;-146.42;-132.21;-317.58;-215.4;-134.24;-253.28;-295.8;-280.61;-255.96;-221.66;-219.9;-205.89;-233.63;-14.56;;-252.7;-229.04;-248.95;-80.83;-199.09;-229.38;-244.44;-311.41;-245.11;-255.71;-274.1;-296.51;-244.94;-268.77
556;-237.06;-253.74;-242.69;-258.63;-166.21;-203.8;-248.65;-263.84;-150.4;-179.35;-161.42;-196.91;-230.09;-191.99;-161.21;-225.08;-230.51;-224.41;-207.18;-230.17;-242.56;-238.64;-280.61;-288.75;-299.72;-288.79;-225.79;-257.54;-241.89;-255.62;-240.64;-258.13;-233.84;-269.18;-263.42;-273.06;-240.85;-299.93;-139.81;-190.24;-122.37;-190.9;-270.47;-265.09;-181.94;-261.5;-124.83;-146.42;-132.17;-317.63;-215.49;-134.62;-253.28;-295.93;-280.4;-256.21;-221.62;-219.95;-205.81;-233.72;-14.44;;-252.62;-229.08;-248.9;-80.79;-199.13;-229.46;-244.4;-311.49;-245.02;-255.62;-273.98;-296.51;-244.86;-268.77
557;-237.1;-253.79;-242.73;-258.71;-166.21;-203.8;-248.61;-263.97;-150.53;-179.43;-161.38;-196.96;-230.34;-191.95;-161.29;-225.16;-230.55;-224.45;-207.18;-230.17;-242.69;-238.6;-280.57;-288.67;-299.59;-288.71;-225.79;-257.54;-241.89;-255.5;-240.68;-258.42;-233.84;-269.14;-263.42;-273.15;-240.85;-299.85;-139.76;-190.24;-122.41;-190.86;-270.31;-264.97;-182.03;-261.5;-124.66;-146.3;-132.17;-317.71;-215.57;-134.74;-253.12;-296.1;-280.28;-256.16;-221.58;-219.99;-205.89;-233.76;-14.31;;-252.53;-229.21;-248.9;-80.66;-199.13;-229.54;-244.77;-311.33;-244.98;-255.45;-273.94;-296.51;-244.81;-268.64
558;-237.1;-253.79;-242.73;-258.71;-166.21;-203.84;-248.53;-263.93;-150.61;-179.39;-161.29;-197;-230.42;-191.82;-161.25;-225.16;-230.63;-224.49;-207.23;-230.25;-242.6;-238.72;-280.53;-288.54;-299.68;-288.67;-225.75;-257.5;-241.98;-255.45;-240.81;-258.54;-233.84;-269.18;-263.63;-273.23;-240.81;-299.89;-139.56;-190.2;-122.41;-190.86;-270.14;-264.93;-181.94;-261.46;-124.62;-146.22;-132.09;-317.83;-215.74;-134.74;-252.99;-296.26;-280.15;-256.12;-221.58;-219.95;-205.97;-233.67;-14.23;;-252.62;-229.33;-248.95;-80.46;-199.09;-229.58;-245.02;-311.41;-244.73;-255.45;-273.89;-296.43;-244.77;-268.72
559;-237.1;-253.7;-242.65;-258.88;-166.17;-203.88;-248.53;-263.84;-150.61;-179.47;-161.29;-197.04;-230.63;-191.78;-161.38;-225.12;-230.67;-224.58;-207.18;-230.34;-242.65;-238.72;-280.4;-288.54;-299.76;-288.67;-225.62;-257.5;-241.94;-255.37;-240.81;-258.63;-233.88;-269.22;-263.8;-273.23;-240.64;-299.89;-139.56;-190.28;-122.41;-190.86;-269.97;-264.76;-181.86;-261.38;-124.54;-146.26;-132;-317.92;-215.78;-134.78;-252.87;-296.18;-280.03;-256.16;-221.49;-219.95;-205.97;-233.8;-14.19;;-252.62;-229.42;-248.95;-80.37;-199.17;-229.71;-245.19;-311.28;-244.65;-255.37;-273.73;-296.43;-244.69;-268.64
560;-237.14;-253.74;-242.65;-259.08;-166.3;-203.88;-248.44;-263.84;-150.65;-179.39;-161.33;-197.12;-230.84;-191.7;-161.46;-225.08;-230.67;-224.58;-207.23;-230.46;-242.69;-238.81;-280.49;-288.42;-299.68;-288.63;-225.62;-257.46;-242.02;-255.33;-240.81;-258.71;-233.88;-269.22;-264.05;-273.23;-240.64;-299.77;-139.56;-190.2;-122.37;-190.95;-269.89;-264.76;-181.86;-261.38;-124.54;-146.38;-131.84;-317.96;-215.9;-134.99;-252.7;-296.39;-279.94;-255.87;-221.49;-219.9;-205.97;-233.76;-14.02;;-252.57;-229.5;-248.86;-80.33;-199.13;-229.92;-245.23;-311.2;-244.61;-255.33;-273.64;-296.35;-244.65;-268.56
561;-237.14;-253.66;-242.56;-258.92;-166.34;-203.92;-248.36;-263.8;-150.74;-179.39;-161.25;-197.08;-231.09;-191.78;-161.5;-225.2;-230.76;-224.66;-207.27;-230.46;-242.69;-238.85;-280.28;-288.42;-299.68;-288.59;-225.67;-257.37;-242.06;-255.33;-240.77;-259;-233.8;-269.14;-264.26;-273.19;-240.52;-299.68;-139.47;-190.15;-122.41;-191.07;-269.68;-264.63;-181.86;-261.3;-124.62;-146.34;-131.67;-317.92;-216.07;-135.24;-252.62;-296.47;-279.73;-255.71;-221.24;-219.99;-205.93;-233.67;-13.98;;-252.45;-229.67;-248.86;-80.25;-199.17;-230;-245.4;-310.99;-244.52;-255.12;-273.52;-296.43;-244.56;-268.47
