momento;1-0005;5-0005;1-_006;5-_006;1-_007;5-_007;1-_008;5-_008;1-_010;5-_010;1-_011;5-_011;1-_016;5-_016;1-_018;5-_018;1-_019;5-_019;1-_021;5-_021;1-_035;5-_035;1-_038;5-_038;1-_039;5-_039;1-_041;5-_041;1-_043;5-_043;1-_045;5-_045;1-_047;5-_047;1-_050;5-_050;1-_064;5-_064;1-_065;5-_065;1-_066;5-_066;1-_067;5-_067;1-_071;5-_071;1-_076;5-_076;1-_078;5-_078;1-_079;5-_079;1-_083;5-_083;1-_084;5-_084;1-_089;5-_089;1-_092;5-_092;1-_095;5-_095;1-_096;5-_096;1-_097;5-_097;1-_098;5-_098;1-_099;5-_099;1-0112;5-0112;1-0116;5-0116;1-0109;5-0109
192;-458.29;-422.15;-454.29;-413.97;-371.14;-330.44;-422.12;-360.48;-307.35;-305.69;-374.73;-336.86;-400.05;-289.04;-325.79;-301.39;-371.35;-321.51;-439.94;-412.89;-451.58;-400.29;-441.9;-419.85;-471.65;-441.97;-417.91;-402.04;-444.32;-429.49;-440.69;-432.12;-439.94;-428.83;-442.44;-423.61;-420.96;-427.62;-406.23;-369.32;-342.15;-357.43;-438.02;-409.05;-418.83;-420.94;-309.06;-293.93;-372.14;-473.56;-412.86;-323.05;-478.49;-474.93;-499.68;-456.16;-472.06;-432;-436.02;-398.82;-282.95;-461.5;-460.59;-377.21;-441.9;-270.56;-440.52;-415.39;-476.4;-466.71;-443.44;-384.55;-451.79;-423.86;-464.8;-419.02
193;-456.79;-419.98;-452.87;-412.26;-369.1;-328.27;-420.5;-358.77;-305.18;-302.65;-372.98;-335.11;-397.47;-286.83;-323.16;-299.23;-369.43;-318.67;-437.73;-410.05;-449.03;-397.66;-440.86;-418.44;-469.98;-438.84;-416.7;-398.07;-442.77;-427.37;-438.19;-429.03;-438.06;-426.74;-440.48;-420.98;-419.58;-426.49;-404.48;-366.4;-339.23;-353.18;-436.73;-407.38;-417.16;-419.19;-305.85;-290.09;-369.43;-471.26;-410.69;-319.34;-477.61;-473.85;-498.93;-455.11;-470.77;-429.99;-434.1;-396.07;-279.69;-458.99;-458.29;-374.16;-440.4;-268.51;-438.6;-412.89;-474.73;-465.17;-440.44;-382.18;-450.62;-422.61;-463.05;-416.85
194;-454.92;-417.02;-450.83;-409.92;-366.05;-325.35;-419.2;-357.43;-303.81;-300.56;-370.43;-332.77;-395.72;-285.37;-321.5;-298.1;-368.31;-316.96;-434.85;-405.71;-447.07;-395.7;-439.48;-416.68;-468.68;-436.75;-414.66;-393.32;-440.4;-423.94;-436.43;-426.66;-435.27;-423.99;-438.02;-417.89;-417.95;-425.24;-402.14;-362.65;-336.97;-349.21;-435.85;-406.21;-414.7;-416.85;-303.64;-287.46;-367.39;-469.38;-409.32;-316.54;-476.86;-473.06;-497.84;-453.65;-468.93;-426.95;-431.34;-392.19;-277.36;-457.16;-456.71;-371.79;-438.19;-265.22;-436.22;-409.05;-472.31;-463.12;-438.31;-380.13;-449.07;-421.15;-460.46;-414.05
195;-453.62;-415.01;-449.45;-408.34;-363.84;-323.34;-417.37;-355.81;-301.64;-297.68;-368.6;-330.94;-393.21;-283.2;-319.03;-296.35;-366.64;-314.83;-432.68;-403;-444.28;-392.98;-438.52;-415.52;-466.81;-433.37;-413.28;-390.86;-438.6;-421.69;-433.89;-422.98;-433.3;-421.77;-436.1;-415.22;-416.74;-424.19;-400.39;-360.02;-333.55;-344.75;-434.47;-404.54;-412.9;-415.1;-300.76;-284;-364.97;-466.67;-407.15;-312.08;-475.65;-471.26;-497.18;-452.48;-467.64;-424.69;-429.3;-389.19;-274.31;-454.32;-454.67;-368.62;-436.56;-262.38;-434.31;-406.09;-470.64;-461.62;-435.35;-377.09;-447.91;-420.15;-458.46;-412.05
196;-451.7;-412.22;-447.41;-406.09;-360.71;-320.59;-416.24;-354.51;-300.26;-295.72;-365.97;-328.56;-391.5;-281.74;-317.2;-294.93;-365.34;-313.2;-429.51;-398.82;-442.19;-391.02;-437.18;-413.64;-465.51;-431;-411.23;-388.64;-436.22;-418.35;-432.01;-420.19;-430.63;-419.1;-433.85;-412.26;-415.16;-422.98;-398.05;-356.26;-331.17;-341.74;-433.35;-403.37;-410.48;-412.76;-298.55;-281.62;-363.09;-464.84;-405.81;-309.41;-474.9;-470.13;-496.05;-450.86;-465.68;-420.98;-426.42;-385.43;-271.89;-452.19;-453;-366.4;-434.14;-258.96;-431.59;-401.91;-467.68;-459.16;-433.26;-374.92;-446.49;-418.69;-455.92;-409.21
197;-450.41;-410.17;-445.78;-404.46;-358.67;-318.63;-414.49;-352.93;-297.92;-293.09;-364.26;-326.81;-389.12;-279.66;-314.74;-293.43;-363.42;-310.49;-427.09;-395.86;-439.31;-388.27;-436.14;-412.59;-463.72;-427.62;-409.65;-387.68;-434.47;-416.06;-429.42;-416.22;-428.67;-417.02;-430.88;-409.63;-414.07;-422.07;-396.13;-353.59;-327.8;-337.53;-431.72;-401.75;-408.77;-411.22;-295.34;-278.49;-360.25;-461.96;-403.73;-305.11;-473.52;-468.72;-495.26;-449.65;-464.05;-418.52;-424.25;-382.47;-268.76;-449.44;-450.7;-363.44;-432.39;-256.92;-429.55;-398.95;-465.55;-457.49;-430.3;-371.66;-445.36;-417.68;-453.91;-406.96
198;-448.57;-407.63;-443.82;-402.16;-355.54;-315.71;-413.36;-351.59;-296.51;-291.09;-361.76;-324.43;-387.37;-278.4;-313.11;-292.09;-362.3;-308.91;-423.75;-391.61;-437.35;-386.18;-434.85;-410.88;-462.42;-425.57;-407.44;-386.52;-432.01;-412.51;-427.46;-413.22;-426.05;-414.56;-428.97;-405.38;-412.53;-420.77;-393.59;-348.59;-325.29;-333.86;-430.76;-400.54;-406.27;-408.92;-293.13;-276.03;-358.13;-460.08;-402.35;-302.48;-472.48;-467.71;-494.05;-447.94;-462.09;-414.76;-421.08;-379.21;-266.59;-447.35;-448.99;-360.77;-429.88;-253.79;-426.75;-394.57;-463.76;-455.03;-428.3;-369.45;-443.9;-416.27;-451.24;-404.25
199;-447.24;-405.92;-442.44;-400.54;-353.41;-313.7;-411.74;-349.96;-294.42;-288.46;-360.09;-322.8;-385.03;-276.44;-310.69;-290.13;-360.59;-306.53;-421.21;-388.64;-434.43;-382.93;-434.01;-409.72;-460.26;-422.61;-405.94;-385.51;-430.18;-410.38;-424.84;-408.96;-424.25;-412.43;-426.92;-402.33;-411.44;-419.98;-391.5;-347.92;-322.29;-329.23;-429.47;-398.99;-404.64;-407.42;-290.29;-273.02;-354.87;-457.24;-400.05;-299.18;-471.1;-466.17;-493.17;-446.6;-460.26;-412.22;-418.62;-377.29;-263.76;-444.18;-446.49;-357.47;-428.17;-251.7;-424.42;-391.36;-462.13;-453.24;-425.71;-366.57;-442.77;-415.26;-449.24;-401.91
200;-445.19;-403.16;-440.56;-398.37;-350.49;-311.03;-410.48;-348.92;-292.92;-286.58;-357.67;-320.38;-383.28;-275.11;-308.81;-288.75;-359.42;-304.86;-417.83;-384.51;-432.43;-380.76;-432.55;-408.13;-458.75;-420.69;-403.56;-382.97;-427.71;-406.88;-422.83;-405.83;-421.62;-409.67;-424.71;-398.57;-410.02;-418.52;-388.79;-345.17;-319.83;-324.68;-428.38;-397.7;-402.35;-405.21;-288.33;-270.68;-352.74;-455.24;-398.47;-296.43;-470.18;-465.5;-491.88;-444.85;-458;-408.46;-415.32;-374.08;-261.54;-442.09;-444.74;-355.3;-425.34;-247.74;-421.33;-386.77;-459.42;-450.69;-423.88;-364.28;-441.27;-413.85;-446.61;-398.91
201;-443.65;-401.04;-439.27;-396.78;-348.49;-309.07;-408.73;-347.29;-290.87;-284.16;-355.96;-318.67;-380.9;-273.1;-306.6;-287;-357.75;-302.73;-415.32;-381.34;-429.59;-377.75;-431.68;-407.13;-456.54;-418.06;-401.89;-380.92;-425.88;-404.67;-420;-401.37;-419.75;-407.59;-422.87;-397.03;-409.02;-417.48;-386.83;-342.95;-316.11;-320.92;-427;-396.07;-400.64;-403.75;-285.41;-267.85;-349.91;-452.28;-396.13;-292.76;-468.81;-462.96;-490.75;-443.35;-456.25;-405.75;-412.74;-371.58;-258.46;-438.67;-442.23;-352.05;-423.29;-245.73;-419.04;-383.68;-457.42;-448.77;-421.37;-361.44;-440.27;-412.93;-444.53;-396.45
202;-441.4;-398.28;-437.27;-394.57;-345.65;-306.28;-407.65;-346.21;-289.58;-282.24;-353.62;-316.42;-379.19;-271.6;-305.1;-285.83;-356.67;-301.27;-411.99;-376.96;-427.71;-375.46;-430.26;-405.58;-455.12;-416.18;-399.26;-378.05;-422.83;-401.33;-418.08;-398.2;-417.33;-404.92;-419.75;-393.98;-407.65;-416.31;-384.2;-339.78;-313.78;-318.71;-425.96;-394.86;-398.39;-401.62;-283.53;-265.64;-347.65;-450.02;-394.46;-289.84;-467.64;-461.25;-489.29;-441.43;-453.91;-401.45;-409.02;-367.91;-256.2;-436.38;-440.27;-349.5;-420.5;-242.44;-415.99;-379.13;-453.46;-446.27;-419.7;-358.85;-438.94;-411.47;-441.77;-393.23
203;-439.81;-396.4;-435.85;-392.98;-343.61;-304.52;-406.1;-344.66;-287.79;-279.99;-351.91;-314.66;-376.94;-269.47;-302.72;-284.25;-354.95;-298.93;-409.61;-374;-425;-372.25;-429.3;-404.58;-453.16;-413.35;-397.47;-376.29;-420.75;-399.33;-415.37;-393.53;-415.53;-402.91;-418.49;-391.4;-406.56;-415.56;-382.36;-337.45;-310.73;-315.04;-424.67;-393.57;-396.8;-400.12;-280.94;-262.55;-344.65;-447.14;-391.75;-286.08;-466.05;-458.49;-488.21;-440.05;-452;-398.28;-406.4;-365.49;-253.2;-433.17;-437.6;-346.42;-418.58;-240.89;-413.57;-376.13;-452.41;-444.43;-417.37;-356.22;-437.89;-410.51;-439.6;-390.81
204;-437.73;-393.94;-433.93;-390.73;-340.69;-301.94;-404.94;-343.58;-286.58;-278.2;-349.53;-312.54;-375.4;-268.06;-301.22;-282.99;-353.83;-297.39;-406.56;-369.91;-423.08;-370.16;-427.92;-403.08;-451.62;-411.43;-394.92;-374.16;-417.95;-396.49;-413.36;-390.27;-413.07;-400.37;-416.41;-389.14;-405.31;-414.31;-379.78;-334.32;-308.6;-312.16;-423.71;-392.52;-394.46;-398.07;-279.19;-260.34;-342.65;-445.06;-389.87;-283.29;-464.89;-457.41;-486.66;-437.92;-449.37;-393.78;-402.72;-362.73;-250.86;-430.66;-435.39;-343.79;-415.45;-238.14;-410.61;-371.66;-450.28;-441.89;-415.7;-354.35;-436.31;-408.92;-436.68;-388.06
205;-436.27;-392.19;-432.55;-389.31;-338.64;-300.23;-403.39;-342.08;-284.99;-275.94;-347.86;-310.78;-373.19;-266.09;-299.18;-281.53;-352.03;-295.51;-404.14;-366.82;-420.16;-367.24;-426.92;-402.08;-449.58;-408.84;-393.05;-372.33;-415.95;-394.69;-410.61;-385.72;-411.36;-398.41;-414.7;-387.43;-404.31;-413.35;-377.86;-332.11;-305.73;-308.7;-422.5;-391.02;-392.79;-396.4;-276.48;-257.54;-340.1;-442.14;-386.95;-279.82;-463.01;-452.78;-485.45;-436.42;-447.36;-390.56;-400.1;-360.52;-247.48;-426.95;-432.35;-340.66;-413.49;-235.97;-408.36;-368.62;-448.62;-440.13;-413.49;-351.84;-435.35;-407.96;-434.39;-385.97
206;-434.35;-389.98;-430.55;-387.02;-335.89;-297.81;-402.18;-341.12;-284.11;-274.57;-345.57;-308.45;-371.48;-264.63;-297.59;-280.32;-350.82;-294.47;-401.06;-362.94;-418.24;-365.28;-425.5;-400.62;-448.12;-407.13;-390.38;-369.07;-413.11;-392.07;-408.73;-382.59;-408.9;-396.15;-411.4;-384.89;-403.1;-412.18;-375.27;-328.85;-303.93;-304.82;-421.5;-389.98;-390.46;-394.4;-274.73;-255.62;-337.85;-440.18;-384.87;-276.99;-461.67;-450.31;-483.87;-434.08;-444.61;-386.02;-396.47;-357.06;-244.73;-424.28;-430.01;-338.41;-410.61;-233.09;-405.31;-364.4;-444.74;-437.88;-411.82;-349.92;-433.89;-406.63;-431.43;-383.39
207;-432.97;-388.27;-429.13;-385.56;-333.89;-295.93;-400.6;-339.66;-282.57;-272.31;-343.98;-306.94;-369.35;-262.63;-295.42;-278.65;-349.07;-292.76;-398.72;-360.35;-415.7;-362.48;-424.54;-399.62;-446.24;-404.58;-388.5;-366.45;-411.28;-390.23;-406.1;-378.09;-407.31;-394.28;-410.28;-381.43;-402.27;-411.38;-373.35;-326.47;-301.26;-302.1;-420.04;-388.27;-388.83;-392.86;-272.31;-252.83;-334.93;-437.38;-381.82;-272.9;-459.67;-447.48;-482.66;-432.5;-442.48;-382.76;-393.88;-354.64;-241.27;-420.61;-426.71;-335.03;-408.56;-231.25;-403.27;-361.61;-443.65;-436.34;-409.57;-347.63;-432.85;-405.54;-429.22;-381.3
208;-431.01;-386.39;-427.26;-383.34;-331.13;-293.68;-399.39;-338.66;-281.61;-270.81;-341.77;-304.73;-367.8;-261.38;-293.92;-277.65;-347.82;-291.46;-395.51;-356.85;-413.61;-360.77;-423.25;-398.16;-444.78;-403.12;-385.79;-359.94;-408.69;-387.68;-404.31;-375.08;-404.85;-392.02;-408.36;-379.09;-401.01;-410.3;-370.68;-323.13;-299.34;-299.64;-419.04;-387.18;-386.41;-390.81;-270.56;-250.99;-333.05;-435.46;-379.74;-270.35;-458.21;-445.18;-480.87;-430.2;-439.69;-377.92;-390.29;-351.26;-238.68;-417.89;-424.46;-332.44;-405.52;-228.62;-400.35;-357.64;-442.02;-434.42;-408.02;-346.13;-431.43;-404.21;-426.5;-378.63
209;-429.67;-385.1;-425.92;-381.97;-329.13;-292.05;-397.84;-337.11;-280.36;-268.81;-340.14;-303.15;-365.59;-259.63;-291.96;-276.28;-346.15;-289.84;-393.17;-354.51;-410.9;-358.18;-422.29;-397.16;-442.86;-400.74;-383.87;-356.81;-407.06;-385.76;-401.97;-370.87;-403.22;-390.06;-406.69;-377.09;-400.1;-409.51;-368.68;-320.63;-296.63;-296.81;-417.53;-385.81;-384.74;-389.23;-268.18;-248.53;-330.51;-433.04;-376.52;-266.6;-456.08;-442.18;-479.49;-428.28;-437.43;-374.54;-387.83;-348.59;-235.09;-413.72;-421;-328.68;-403.6;-226.83;-398.09;-355.1;-440.69;-432.96;-406.06;-344.54;-430.47;-403.33;-424.5;-376.71
210;-427.76;-382.93;-424;-379.88;-326.54;-289.75;-396.67;-336.07;-279.19;-267.3;-337.98;-300.94;-364.01;-258.5;-290.33;-275.27;-344.94;-288.79;-389.92;-351.26;-409.15;-356.31;-420.91;-395.7;-441.44;-399.16;-381.32;-354.76;-404.6;-383.01;-400.26;-368.07;-400.93;-387.89;-403.64;-374.71;-399.01;-408.09;-366.18;-317.54;-294.5;-294.05;-416.53;-384.64;-382.32;-387.02;-266.47;-246.69;-328.59;-431.29;-374.44;-264.13;-454.62;-440.01;-477.61;-425.7;-434.43;-369.58;-384.49;-345.29;-232.38;-410.84;-418.54;-325.93;-400.8;-224.74;-395.21;-351.47;-437.43;-431.16;-404.68;-343.16;-429.09;-401.91;-421.83;-374.08
211;-426.42;-381.47;-422.71;-378.46;-324.62;-288;-395.05;-334.61;-277.73;-265.34;-336.26;-299.43;-361.96;-256.54;-288.2;-274.02;-343.32;-286.83;-387.54;-348.88;-406.6;-353.47;-420.04;-394.61;-439.56;-396.99;-379.49;-353.55;-403.02;-381.17;-397.93;-364.23;-399.14;-386.27;-402.77;-372.79;-398.18;-407.17;-364.34;-315.33;-291.25;-289.5;-414.82;-383.14;-380.61;-385.47;-264.17;-244.48;-326.29;-429.03;-371.27;-260.17;-452.58;-437.38;-476.15;-423.86;-432.09;-366.24;-381.91;-342.75;-229.04;-406.5;-415.11;-322.51;-398.72;-223.33;-392.96;-349.09;-436.73;-429.99;-402.64;-341.16;-428.21;-401.2;-419.91;-372.12
212;-424.46;-379.26;-420.66;-376.33;-321.95;-285.87;-393.96;-333.61;-276.98;-263.84;-334.1;-297.39;-360.38;-255.33;-286.74;-273.15;-342.19;-285.87;-384.28;-345.83;-404.73;-351.42;-418.87;-393.02;-438.19;-395.61;-376.77;-351.8;-401.01;-378.42;-396.38;-361.52;-396.67;-384.1;-401.31;-369.28;-396.88;-406.17;-361.8;-312.62;-289.16;-285.5;-413.78;-382.13;-378.23;-383.34;-262.46;-242.77;-324.79;-427.53;-369.14;-258;-451.04;-435.54;-474.23;-421.11;-429.22;-361.94;-378.61;-339.49;-226.54;-403.54;-412.65;-319.67;-396.01;-221.03;-390.21;-345.96;-433.97;-428.41;-401.22;-339.87;-426.71;-399.83;-417.49;-369.95
213;-423.17;-377.63;-419.41;-374.92;-319.99;-284.25;-392.34;-332.23;-275.69;-261.96;-332.68;-295.8;-358.25;-253.74;-284.82;-271.77;-340.48;-284.37;-381.74;-343.7;-402.31;-348.71;-417.95;-391.86;-436.35;-393.44;-374.98;-350.55;-399.51;-376.71;-394.05;-357.93;-395.01;-382.38;-399.72;-367.57;-396.01;-405.33;-359.88;-310.66;-286.24;-282.24;-412.24;-380.72;-376.52;-381.8;-260.13;-240.64;-322.66;-425.36;-366.14;-254.83;-449.07;-434.04;-472.77;-419.02;-426.88;-358.68;-376.32;-337.32;-223.16;-399.49;-409.52;-316.42;-394.13;-219.7;-388.16;-343.58;-433.05;-427.37;-399.14;-337.99;-425.75;-398.82;-415.74;-368.24
214;-421.33;-375.88;-417.49;-372.79;-317.45;-282.08;-391.17;-331.15;-274.56;-260.59;-330.59;-293.72;-356.62;-252.45;-283.36;-270.68;-339.44;-283.29;-378.61;-340.74;-400.47;-346.79;-416.74;-390.56;-435.06;-391.86;-372.56;-348.25;-397.47;-374.12;-392.46;-355.26;-392.54;-380.3;-397.8;-365.36;-394.88;-404.08;-357.46;-307.99;-284.41;-280.53;-411.15;-379.8;-374.27;-379.63;-258.42;-239.1;-321.12;-423.82;-364.09;-252.7;-447.74;-431.25;-470.64;-416.06;-422.17;-354.3;-373.23;-333.94;-220.28;-396.61;-407.31;-314.16;-391.54;-217.65;-385.33;-340.49;-431.51;-425.78;-397.51;-336.53;-424.42;-397.66;-413.32;-366.07
215;-419.91;-374.71;-414.82;-371.45;-315.7;-280.62;-389.62;-329.81;-273.23;-258.58;-329.05;-292.34;-354.5;-250.78;-281.36;-269.43;-338.06;-281.66;-376.32;-338.66;-398.01;-344.04;-415.78;-389.56;-433.43;-389.48;-371.06;-346.96;-395.92;-372.45;-390.21;-351.26;-390.67;-378.67;-395.09;-363.61;-393.96;-403.04;-355.58;-306.36;-282.24;-278.45;-409.73;-378.92;-372.56;-378.25;-256.04;-237.01;-319.12;-421.57;-361.17;-249.61;-445.78;-429.74;-469.02;-413.68;-420.79;-351.26;-370.93;-331.65;-216.82;-392.61;-403.89;-311.58;-389.87;-216.02;-383.32;-338.49;-430.18;-424.69;-395.34;-334.53;-423.5;-396.66;-411.57;-364.57
216;-418.2;-373.16;-413.53;-369.37;-313.11;-278.61;-388.37;-328.73;-272.56;-257.42;-326.88;-290.09;-352.99;-249.7;-279.98;-268.51;-336.97;-280.66;-373.31;-335.9;-396.47;-342.08;-414.49;-388.18;-432.39;-388.27;-368.97;-345.54;-393.96;-369.95;-388.5;-348.63;-388.33;-376.75;-393.63;-359.64;-392.75;-402;-353.2;-304.02;-280.49;-276.86;-408.69;-378.17;-370.14;-376.25;-254.49;-235.59;-317.74;-420.15;-359.29;-247.49;-444.36;-428.33;-466.72;-410.59;-418.7;-347.34;-367.85;-328.39;-214.32;-389.69;-401.6;-309.95;-387.25;-214.27;-380.86;-336.07;-428.76;-423.48;-393.71;-333.23;-422.12;-395.4;-409.19;-362.69
217;-416.83;-371.95;-412.36;-367.99;-311.23;-277.03;-386.83;-327.35;-271.56;-255.66;-325.42;-288.88;-350.91;-248.24;-278.15;-267.22;-335.51;-279.32;-371.18;-334.15;-394;-339.53;-413.57;-387.18;-430.8;-386.18;-367.72;-344.46;-392.67;-368.11;-386.5;-345;-386.54;-375.29;-392.54;-358.35;-391.88;-401.16;-351.37;-302.44;-278.19;-275.02;-407.23;-377;-368.51;-374.96;-252.28;-233.42;-315.57;-418.1;-356.5;-244.65;-442.57;-426.24;-465.14;-408.13;-416.74;-344.54;-365.64;-326.31;-211.23;-385.97;-398.34;-307.49;-385.66;-212.98;-378.9;-334.61;-428.05;-422.65;-391.63;-331.19;-421.12;-394.61;-407.35;-361.31
218;-414.91;-370.28;-410.32;-366.03;-308.69;-275.07;-385.7;-326.43;-270.72;-254.33;-323.29;-286.83;-349.41;-247.15;-276.69;-266.39;-334.47;-278.32;-368.26;-331.56;-392.42;-337.78;-412.24;-385.89;-429.88;-384.89;-365.89;-342.29;-391.38;-365.65;-384.91;-342.75;-383.99;-373.54;-390.96;-353.59;-390.75;-399.83;-348.99;-300.6;-276.4;-273.48;-406.23;-375.92;-366.14;-373.21;-250.61;-232.05;-314.24;-416.6;-354.66;-242.77;-441.36;-424.99;-462.72;-404.67;-414.16;-340.66;-362.67;-323.43;-208.77;-383.43;-396.67;-305.9;-383.37;-211.1;-376.4;-332.02;-425.75;-421.36;-390.08;-329.77;-419.66;-393.36;-405.06;-359.6
219;-413.49;-368.91;-409.15;-364.73;-306.94;-273.48;-384.03;-325.01;-269.97;-252.58;-321.75;-285.37;-347.24;-245.69;-274.69;-265.26;-333.05;-276.99;-366.09;-329.56;-390.17;-335.32;-411.28;-384.93;-428.21;-383.14;-364.51;-340.87;-390.42;-363.82;-382.82;-339.41;-382.2;-372;-389.58;-353.84;-389.79;-399.03;-347.15;-299.23;-273.81;-271.6;-404.85;-374.71;-364.59;-371.79;-248.24;-230.13;-312.69;-414.6;-351.91;-240.43;-439.69;-422.94;-461.01;-402.2;-412.03;-337.78;-360.55;-321.38;-205.64;-379.96;-393.92;-303.69;-381.86;-209.85;-374.56;-330.02;-424.79;-420.44;-388;-328.02;-418.66;-392.52;-403.22;-358.27
220;-411.65;-367.28;-407.35;-362.61;-304.47;-271.48;-382.95;-324.01;-269.18;-251.37;-319.66;-283.33;-345.82;-244.61;-273.39;-264.38;-332.01;-276.23;-363.38;-327.18;-388.66;-333.86;-409.9;-383.64;-427.17;-381.88;-362.51;-339.32;-388.87;-361.19;-381.28;-337.32;-379.69;-369.83;-387.7;-351.8;-388.62;-397.99;-344.82;-297.1;-272.02;-270.31;-403.81;-373.83;-362.13;-369.62;-246.57;-228.58;-311.19;-413.1;-350.16;-239.14;-438.6;-421.52;-458.67;-398.91;-409.32;-334.32;-357.83;-318.75;-203.6;-377.34;-392.04;-302.48;-379.49;-208.47;-372.19;-327.64;-423.42;-419.31;-386.45;-326.68;-417.24;-391.44;-400.89;-356.93
221;-410.19;-365.94;-406.06;-361.1;-302.76;-270.06;-381.24;-322.8;-268.22;-249.57;-318.16;-281.91;-343.73;-243.06;-271.68;-263.17;-330.72;-275.19;-361.21;-325.39;-386.5;-331.69;-408.98;-382.8;-425.59;-379.84;-361;-338.53;-387.62;-359.31;-379.19;-334.4;-377.86;-368.45;-386.2;-350.21;-387.7;-397.03;-343.06;-295.55;-269.47;-268.47;-402.47;-372.5;-360.46;-368.2;-244.44;-226.62;-309.23;-411.22;-347.53;-236.76;-436.89;-419.77;-457;-396.57;-407.27;-332.02;-355.83;-316.92;-200.97;-374.12;-388.83;-300.52;-377.82;-207.34;-370.47;-325.6;-422.83;-418.56;-384.33;-325.01;-416.28;-390.52;-399.09;-355.72
222;-408.44;-364.07;-404.23;-359.14;-300.34;-268.18;-380.07;-322.01;-267.34;-248.36;-316.07;-280.16;-342.11;-242.06;-270.43;-262.46;-329.67;-274.52;-358.46;-323.18;-384.74;-330.23;-407.61;-381.51;-424.59;-378.5;-358.75;-337.65;-385.49;-356.77;-377.69;-332.52;-375.36;-366.86;-383.03;-346.67;-386.45;-395.95;-338.43;-293.88;-267.64;-267.18;-401.47;-371.54;-358.21;-366.07;-242.9;-225.37;-308.19;-409.84;-345.82;-235.26;-435.72;-418.6;-454.62;-393.44;-404.6;-328.68;-353.2;-314.12;-198.96;-371.58;-386.58;-299.06;-375.61;-205.55;-368.1;-322.88;-420.96;-417.27;-382.78;-323.34;-414.82;-389.48;-396.84;-354.01
223;-407.06;-362.82;-402.81;-357.72;-298.76;-266.93;-378.44;-320.71;-266.47;-246.82;-314.53;-278.65;-339.94;-240.68;-268.68;-261.25;-328.17;-273.31;-356.58;-321.47;-382.62;-327.97;-406.56;-380.67;-422.92;-376.67;-357.08;-336.74;-384.28;-354.97;-375.73;-329.81;-373.69;-365.36;-381.91;-343.54;-385.54;-395.07;-334.55;-292.55;-265.22;-265.47;-400.1;-370.49;-356.54;-364.65;-240.93;-223.37;-306.6;-407.8;-343.15;-232.42;-434.22;-416.89;-453;-391.23;-402.56;-326.1;-351.16;-312.49;-196.25;-368.53;-384.24;-297.39;-373.85;-204.55;-366.39;-320.96;-420.5;-416.39;-380.61;-321.13;-413.9;-388.6;-395.05;-352.76
